Aglomeración;SC Función ciudades;Departamento;Municipio;Divipola;AÑO;Personas;Hectareas;,,
A-Medellin;Centro aglomeracion;5;Medellin;5001;2018;2529403;18793,6724;,
Fuera SC;Fuera SC;5;Abejorral;5002;2018;18991;12766,24381;,
Fuera SC;Fuera SC;5;Abriaqui;5004;2018;1971;15183,56737;,
Fuera SC;Fuera SC;5;Alejandria;5021;2018;3361;6055,969604;,
Fuera SC;Fuera SC;5;Amaga;5030;2018;30181;2244,610548;,
Fuera SC;Fuera SC;5;Amalfi;5031;2018;22567;60210,51859;,
Fuera SC;Fuera SC;5;Andes;5034;2018;47003;19994,76186;,
Fuera SC;Fuera SC;5;Angelopolis;5036;2018;9353;4900,50162;,
Fuera SC;Fuera SC;5;Angostura;5038;2018;11040;3336,041269;,
Fuera SC;Fuera SC;5;Anori;5040;2018;17737;80727,63782;,
Fuera SC;Fuera SC;5;Santafe de Antioquia;5042;2018;25067;9720,860193;,
Fuera SC;Fuera SC;5;Anza;5044;2018;7601;4230,178813;,
SA-Apartado-Turbo;Uninodal;5;Apartado;5045;2018;195068;15901,0344;,
Fuera SC;Fuera SC;5;Arboletes;5051;2018;43416;3958,86131;,
Fuera SC;Fuera SC;5;Argelia;5055;2018;8306;13101,53635;,
Fuera SC;Fuera SC;5;Armenia;5059;2018;3945;2031,963599;,
A-Medellin;En aglomeracion;5;Barbosa;5079;2018;52395;1868,876549;,
Fuera SC;Fuera SC;5;Belmira;5086;2018;6930;19577,7197;,
A-Medellin;En aglomeracion;5;Bello;5088;2018;482287;3775,213981;,
Fuera SC;Fuera SC;5;Betania;5091;2018;8976;8998,360244;,
Fuera SC;Fuera SC;5;Betulia;5093;2018;17726;6075,985201;,
Fuera SC;Fuera SC;5;Ciudad Bolivar;5101;2018;26698;9308,64855;,
Fuera SC;Fuera SC;5;Briceño;5107;2018;8673;10315,73712;,
Fuera SC;Fuera SC;5;Buritica;5113;2018;6495;6602,036047;,
Fuera SC;Fuera SC;5;Caceres;5120;2018;41012;43328,14847;,
Fuera SC;Fuera SC;5;Caicedo;5125;2018;8396;7979,734276;,
A-Medellin;En aglomeracion;5;Caldas;5129;2018;80528;6492,249962;,
Fuera SC;Fuera SC;5;Campamento;5134;2018;8915;2250,023099;,
Fuera SC;Fuera SC;5;Cañasgordas;5138;2018;16737;12857,86011;,
Fuera SC;Fuera SC;5;Caracoli;5142;2018;4519;6307,526674;,
Fuera SC;Fuera SC;5;Caramanta;5145;2018;5308;1377,514852;,
Fuera SC;Fuera SC;5;Carepa;5147;2018;60141;4295,886854;,
A-Rionegro;En aglomeracion;5;El Carmen de Viboral;5148;2018;48498;31658,64328;,
Fuera SC;Fuera SC;5;Carolina;5150;2018;3512;3023,377295;,
SA-Otros SC;Uninodal;5;Caucasia;5154;2018;120479;13393,63518;,
Fuera SC;Fuera SC;5;Chigorodo;5172;2018;82151;20481,56614;,
Fuera SC;Fuera SC;5;Cisneros;5190;2018;8869;314,483426;,
Fuera SC;Fuera SC;5;Cocorna;5197;2018;14924;9252,913458;,
Fuera SC;Fuera SC;5;Concepcion;5206;2018;3194;5066,694908;,
Fuera SC;Fuera SC;5;Concordia;5209;2018;20371;2640,524049;,
A-Medellin;En aglomeracion;5;Copacabana;5212;2018;72735;905,313467;,
Fuera SC;Fuera SC;5;Dabeiba;5234;2018;23068;140088,893;,
Fuera SC;Fuera SC;5;Don Matias;5237;2018;23709;1746,548846;,
Fuera SC;Fuera SC;5;Ebejico;5240;2018;12489;5225,646096;,
Fuera SC;Fuera SC;5;El Bagre;5250;2018;50557;103253,507;,
Fuera SC;Fuera SC;5;Entrerrios;5264;2018;10404;4928,050881;,
A-Medellin;En aglomeracion;5;Envigado;5266;2018;238221;2089,462615;,
Fuera SC;Fuera SC;5;Fredonia;5282;2018;21142;3910,65839;,
Fuera SC;Fuera SC;5;Frontino;5284;2018;15703;106456,2999;,
Fuera SC;Fuera SC;5;Giraldo;5306;2018;3977;1927,916226;,
A-Medellin;En aglomeracion;5;Girardota;5308;2018;58030;439,680946;,
Fuera SC;Fuera SC;5;Gomez Plata;5310;2018;13266;4485,655841;,
Fuera SC;Fuera SC;5;Granada;5313;2018;9881;5714,525601;,
Fuera SC;Fuera SC;5;Guadalupe;5315;2018;6318;900,510766;,
A-Rionegro;En aglomeracion;5;Guarne;5318;2018;50401;3082,670698;,
Fuera SC;Fuera SC;5;Guatape;5321;2018;5097;7355,575917;,
Fuera SC;Fuera SC;5;Heliconia;5347;2018;5690;4989,029736;,
Fuera SC;Fuera SC;5;Hispania;5353;2018;4885;532,827744;,
A-Medellin;En aglomeracion;5;Itagüi;5360;2018;276916;329,403878;,
Fuera SC;Fuera SC;5;Ituango;5361;2018;19919;187950,4799;,
Fuera SC;Fuera SC;5;Jardin;5364;2018;13516;14403,80968;,
Fuera SC;Fuera SC;5;Jerico;5368;2018;11852;6988,885933;,
A-Rionegro;En aglomeracion;5;La Ceja;5376;2018;54615;4440,356545;,
A-Medellin;En aglomeracion;5;La Estrella;5380;2018;65300;1772,195073;,
Fuera SC;Fuera SC;5;La Pintada;5390;2018;6402;1085,00421;,
Fuera SC;Fuera SC;5;La Union;5400;2018;19413;4928,529656;,
Fuera SC;Fuera SC;5;Liborina;5411;2018;9572;7574,106924;,
Fuera SC;Fuera SC;5;Maceo;5425;2018;6611;10323,6061;,
A-Rionegro;En aglomeracion;5;Marinilla;5440;2018;55798;474,477468;,
Fuera SC;Fuera SC;5;Montebello;5467;2018;5825;1377,584738;,
Fuera SC;Fuera SC;5;Murindo;5475;2018;4891;108953,8848;,
Fuera SC;Fuera SC;5;Mutata;5480;2018;22028;70429,53677;,
Fuera SC;Fuera SC;5;Nariño;5483;2018;17891;12956,68639;,
Fuera SC;Fuera SC;5;Necocli;5490;2018;67359;38050,47315;,
Fuera SC;Fuera SC;5;Nechi;5495;2018;28585;30693,62084;,
Fuera SC;Fuera SC;5;Olaya;5501;2018;3341;1927,763011;,
Fuera SC;Fuera SC;5;Peñol;5541;2018;15746;5542,377344;,
Fuera SC;Fuera SC;5;Peque;5543;2018;11321;16397,03318;,
Fuera SC;Fuera SC;5;Pueblorrico;5576;2018;6675;2404,135466;,
Fuera SC;Fuera SC;5;Puerto Berrio;5579;2018;49392;30669,93034;,
Fuera SC;Fuera SC;5;Puerto Nare;5585;2018;19209;11730,23039;,
Fuera SC;Fuera SC;5;Puerto Triunfo;5591;2018;21317;4509,464903;,
Fuera SC;Fuera SC;5;Remedios;5604;2018;31333;76615,9919;,
Fuera SC;Fuera SC;5;Retiro;5607;2018;19702;15800,92527;,
A-Rionegro;Centro aglomeracion;5;Rionegro;5615;2018;126193;1456,148935;,
Fuera SC;Fuera SC;5;Sabanalarga;5628;2018;8191;7986,088634;,
A-Medellin;En aglomeracion;5;Sabaneta;5631;2018;53914;204,162221;,
Fuera SC;Fuera SC;5;Salgar;5642;2018;17397;9418,316964;,
Fuera SC;Fuera SC;5;San Andres de Cuerquia;5647;2018;5917;5585,565207;,
Fuera SC;Fuera SC;5;San Carlos;5649;2018;16132;39198,06769;,
Fuera SC;Fuera SC;5;San Francisco;5652;2018;5021;23927,09614;,
Fuera SC;Fuera SC;5;San Jeronimo;5656;2018;12890;3542,424441;,
Fuera SC;Fuera SC;5;San Jose de La Montaña;5658;2018;3436;5284,69334;,
Fuera SC;Fuera SC;5;San Juan de Uraba;5659;2018;26646;1247,848643;,
Fuera SC;Fuera SC;5;San Luis;5660;2018;10926;23848,67321;,
Fuera SC;Fuera SC;5;San Pedro;5664;2018;27978;3105,989954;,
Fuera SC;Fuera SC;5;San Pedro de Uraba;5665;2018;32063;3348,366673;,
Fuera SC;Fuera SC;5;San Rafael;5667;2018;12819;22122,81991;,
Fuera SC;Fuera SC;5;San Roque;5670;2018;16366;9935,572312;,
Fuera SC;Fuera SC;5;San Vicente;5674;2018;16509;1458,845491;,
Fuera SC;Fuera SC;5;Santa Barbara;5679;2018;21591;3618,844823;,
Fuera SC;Fuera SC;5;Santa Rosa de Osos;5686;2018;36991;3860,710549;,
Fuera SC;Fuera SC;5;Santo Domingo;5690;2018;10049;4598,489062;,
Fuera SC;Fuera SC;5;El Santuario;5697;2018;27273;2076,291223;,
Fuera SC;Fuera SC;5;Segovia;5736;2018;41711;69800,44517;,
Fuera SC;Fuera SC;5;Sonson;5756;2018;34339;59545,53921;,
Fuera SC;Fuera SC;5;Sopetran;5761;2018;15057;4141,899163;,
Fuera SC;Fuera SC;5;Tamesis;5789;2018;14224;10671,75915;,
Fuera SC;Fuera SC;5;Taraza;5790;2018;46343;40094,65465;,
Fuera SC;Fuera SC;5;Tarso;5792;2018;8051;3541,629665;,
Fuera SC;Fuera SC;5;Titiribi;5809;2018;14691;2612,751413;,
Fuera SC;Fuera SC;5;Toledo;5819;2018;6651;1703,07165;,
SA-Apartado-Turbo;Uninodal;5;Turbo;5837;2018;172314;128811,2574;,
Fuera SC;Fuera SC;5;Uramita;5842;2018;8212;4362,943281;,
Fuera SC;Fuera SC;5;Urrao;5847;2018;46508;186625,3745;,
Fuera SC;Fuera SC;5;Valdivia;5854;2018;23931;14208,78196;,
Fuera SC;Fuera SC;5;Valparaiso;5856;2018;6102;1196,43941;,
Fuera SC;Fuera SC;5;Vegachi;5858;2018;8949;18182,70228;,
Fuera SC;Fuera SC;5;Venecia;5861;2018;13184;3137,99542;,
Fuera SC;Fuera SC;5;Vigia del Fuerte;5873;2018;5610;151414,245;,
Fuera SC;Fuera SC;5;Yali;5885;2018;8577;15123,51165;,
Fuera SC;Fuera SC;5;Yarumal;5887;2018;48556;14601,93124;,
Fuera SC;Fuera SC;5;Yolombo;5890;2018;25231;27261,21456;,
Fuera SC;Fuera SC;5;Yondo;5893;2018;19757;54541,89544;,
Fuera SC;Fuera SC;5;Zaragoza;5895;2018;31884;49378,174;,
A-Barranquilla;Centro aglomeracion;8;Barranquilla;8001;2018;1232462;598,101777;,
A-Barranquilla;En aglomeracion;8;Baranoa;8078;2018;59551;66,192431;,
Fuera SC;Fuera SC;8;Campo de La Cruz;8137;2018;15206;1182,47573;,
Fuera SC;Fuera SC;8;Candelaria;8141;2018;12554;;,,
A-Barranquilla;En aglomeracion;8;Galapa;8296;2018;46314;389,240812;,
Fuera SC;Fuera SC;8;Juan de Acosta;8372;2018;17487;1685,403036;,
Fuera SC;Fuera SC;8;Luruaco;8421;2018;27909;4563,281547;,
A-Barranquilla;En aglomeracion;8;Malambo;8433;2018;127202;761,070856;,
Fuera SC;Fuera SC;8;Manati;8436;2018;16294;786,571593;,
A-Barranquilla;En aglomeracion;8;Palmar de Varela;8520;2018;25762;1019,019034;,
Fuera SC;Fuera SC;8;Piojo;8549;2018;5169;4906,471004;,
A-Barranquilla;En aglomeracion;8;Polonuevo;8558;2018;15652;40,394992;,
A-Barranquilla;En aglomeracion;8;Ponedera;8560;2018;23243;1962,397986;,
A-Barranquilla;En aglomeracion;8;Puerto Colombia;8573;2018;26741;1032,333375;,
Fuera SC;Fuera SC;8;Repelon;8606;2018;27109;13760,99324;,
A-Barranquilla;En aglomeracion;8;Sabanagrande;8634;2018;33694;670,342669;,
A-Barranquilla;En aglomeracion;8;Sabanalarga;8638;2018;101339;2637,690662;,
Fuera SC;Fuera SC;8;Santa Lucia;8675;2018;11296;114,872561;,
A-Barranquilla;En aglomeracion;8;Santo Tomas;8685;2018;25677;302,316751;,
A-Barranquilla;En aglomeracion;8;Soledad;8758;2018;666247;783,054394;,
Fuera SC;Fuera SC;8;Suan;8770;2018;8470;468,539616;,
A-Barranquilla;En aglomeracion;8;Tubara;8832;2018;11017;4697,114247;,
A-Barranquilla;En aglomeracion;8;Usiacuri;8849;2018;9529;695,289714;,
A-Bogota;Centro aglomeracion;11;Bogota, D.C.;11001;2018;8181047;101520,502;
A-Cartagena;Centro aglomeracion;13;Cartagena;13001;2018;1036134;9664,202635;,
Fuera SC;Fuera SC;13;Achi;13006;2018;24259;50966,58332;,
Fuera SC;Fuera SC;13;Altos del Rosario;13030;2018;14485;20042,18372;,
Fuera SC;Fuera SC;13;Arenal;13042;2018;20177;22638,93045;,
A-Cartagena;En aglomeracion;13;Arjona;13052;2018;76676;16268,8062;,
Fuera SC;Fuera SC;13;Arroyohondo;13062;2018;10305;244,195766;,
Fuera SC;Fuera SC;13;Barranco de Loba;13074;2018;18757;24750,97105;,
Fuera SC;Fuera SC;13;Calamar;13140;2018;24246;4132,391715;,
Fuera SC;Fuera SC;13;Cantagallo;13160;2018;9718;54259,64256;,
Fuera SC;Fuera SC;13;Cicuco;13188;2018;11138;9879,853055;,
Fuera SC;Fuera SC;13;Cordoba;13212;2018;12317;12859,92531;,
A-Cartagena;En aglomeracion;13;Clemencia;13222;2018;12857;582,90372;,
Fuera SC;Fuera SC;13;El Carmen de Bolivar;13244;2018;77840;19358,88023;,
Fuera SC;Fuera SC;13;El Guamo;13248;2018;7769;5653,988158;,
Fuera SC;Fuera SC;13;El Peñon;13268;2018;10112;11341,35723;,
Fuera SC;Fuera SC;13;Hatillo de Loba;13300;2018;12200;14119,20356;,
Fuera SC;Fuera SC;13;Magangue;13430;2018;123955;49924,16358;,
Fuera SC;Fuera SC;13;Mahates;13433;2018;26802;4865,979051;,
Fuera SC;Fuera SC;13;Margarita;13440;2018;10151;12389,5408;,
Fuera SC;Fuera SC;13;Maria La Baja;13442;2018;49138;9452,637426;,
Fuera SC;Fuera SC;13;Montecristo;13458;2018;22780;170147,9314;,
Fuera SC;Fuera SC;13;Mompos;13468;2018;45104;44564,47526;,
Fuera SC;Fuera SC;13;Morales;13473;2018;22160;32905,66133;,
Fuera SC;Fuera SC;13;Norosi;13490;2018;5119;14113,60524;,
Fuera SC;Fuera SC;13;Pinillos;13549;2018;25705;65658,81884;,
Fuera SC;Fuera SC;13;Regidor;13580;2018;11090;4390,17284;,
Fuera SC;Fuera SC;13;Rio Viejo;13600;2018;18976;32218,75304;,
A-Barranquilla;En aglomeracion;13;San Cristobal;13620;2018;6722;895,826793;,
Fuera SC;Fuera SC;13;San Estanislao;13647;2018;16573;2728,486811;,
Fuera SC;Fuera SC;13;San Fernando;13650;2018;14037;10505,05933;,
Fuera SC;Fuera SC;13;San Jacinto;13654;2018;21635;8988,29155;,
Fuera SC;Fuera SC;13;San Jacinto del Cauca;13655;2018;14349;14907,34062;,
Fuera SC;Fuera SC;13;San Juan Nepomuceno;13657;2018;33885;20001,9992;,
Fuera SC;Fuera SC;13;San Martin de Loba;13667;2018;18483;8326,121177;,
Fuera SC;Fuera SC;13;San Pablo;13670;2018;35559;123958,0828;,
Fuera SC;Fuera SC;13;Santa Catalina;13673;2018;13553;3838,566683;,
A-Cartagena;En aglomeracion;13;Santa Rosa;13683;2018;24158;479,647618;,
Fuera SC;Fuera SC;13;Santa Rosa del Sur;13688;2018;44980;139244,6353;,
Fuera SC;Fuera SC;13;Simiti;13744;2018;21250;37345,03797;,
Fuera SC;Fuera SC;13;Soplaviento;13760;2018;8498;4474,056665;,
Fuera SC;Fuera SC;13;Talaigua Nuevo;13780;2018;11445;18722,83229;,
Fuera SC;Fuera SC;13;Tiquisio;13810;2018;23385;26048,29706;,
A-Cartagena;En aglomeracion;13;Turbaco;13836;2018;75208;1450,186664;,
A-Cartagena;En aglomeracion;13;Turbana;13838;2018;15353;4318,045327;,
A-Cartagena;En aglomeracion;13;Villanueva;13873;2018;20393;1976,571354;,
Fuera SC;Fuera SC;13;Zambrano;13894;2018;11844;6606,815868;,
A-Tunja;Centro aglomeracion;15;Tunja;15001;2018;199221;903,162606;,
Fuera SC;Fuera SC;15;Almeida;15022;2018;1601;2274,869513;,
Fuera SC;Fuera SC;15;Aquitania;15047;2018;14675;75224,43498;,
Fuera SC;Fuera SC;15;Arcabuco;15051;2018;5247;6034,238648;,
Fuera SC;Fuera SC;15;Belen;15087;2018;6966;8986,584219;,
Fuera SC;Fuera SC;15;Berbeo;15090;2018;1939;1545,327747;,
Fuera SC;Fuera SC;15;Beteitiva;15092;2018;1933;2274,499074;,
Fuera SC;Fuera SC;15;Boavita;15097;2018;6608;613,316379;,
Fuera SC;Fuera SC;15;Boyaca;15104;2018;4297;87,602802;,
Fuera SC;Fuera SC;15;Briceño;15106;2018;2530;1372,408828;,
Fuera SC;Fuera SC;15;Buenavista;15109;2018;5751;2224,248309;,
A-Sogamoso;En aglomeracion;15;Busbanza;15114;2018;1251;2,37446;,
Fuera SC;Fuera SC;15;Cauca ;15131;2018;3511;473,310293;,
Fuera SC;Fuera SC;15;Campohermoso;15135;2018;3767;11677,38464;,
A-Duitama;En aglomeracion;15;Cerinza;15162;2018;3601;3198,657676;,
Fuera SC;Fuera SC;15;Chinavita;15172;2018;3437;4796,371991;,
Fuera SC;Fuera SC;15;Chiquinquira;15176;2018;68126;1646,626426;,
Fuera SC;Fuera SC;15;Chiscas;15180;2018;3999;60383,07455;,
Fuera SC;Fuera SC;15;Chita;15183;2018;9171;54779,61433;,
Fuera SC;Fuera SC;15;Chitaraque;15185;2018;5403;4463,933085;,
A-Tunja;En aglomeracion;15;Chivata;15187;2018;6579;96,028084;,
Fuera SC;Fuera SC;15;Cienega;15189;2018;4565;1375,542839;,
A-Tunja;En aglomeracion;15;Combita;15204;2018;15174;3359,362305;,
Fuera SC;Fuera SC;15;Coper;15212;2018;3511;3989,626133;,
A-Sogamoso;En aglomeracion;15;Corrales;15215;2018;2207;10,915056;,
Fuera SC;Fuera SC;15;Covarachia;15218;2018;2741;615,695803;,
Fuera SC;Fuera SC;15;Cubara;15223;2018;6739;99404,9719;,
Fuera SC;Fuera SC;15;Cucaita;15224;2018;4691;662,984939;,
Fuera SC;Fuera SC;15;Cuitiva;15226;2018;1862;2249,949963;,
Fuera SC;Fuera SC;15;Chiquiza;15232;2018;5313;4630,891916;,
Fuera SC;Fuera SC;15;Chivor;15236;2018;1668;6345,108873;,
A-Duitama;Centro aglomeracion;15;Duitama;15238;2018;113954;13843,45518;,
Fuera SC;Fuera SC;15;El Cocuy;15244;2018;5122;21786,5516;,
Fuera SC;Fuera SC;15;El Espino;15248;2018;4221;3129,383592;,
A-Sogamoso;En aglomeracion;15;Firavitoba;15272;2018;5774;1428,350397;,
Fuera SC;Fuera SC;15;Floresta;15276;2018;4383;1151,012612;,
Fuera SC;Fuera SC;15;Gachantiva;15293;2018;2532;1032,497932;,
Fuera SC;Fuera SC;15;Gameza;15296;2018;4622;9058,283243;,
Fuera SC;Fuera SC;15;Garagoa;15299;2018;17033;6904,574557;,
Fuera SC;Fuera SC;15;Guacamayas;15317;2018;1574;2203,225408;,
Fuera SC;Fuera SC;15;Guateque;15322;2018;9411;221,948112;,
Fuera SC;Fuera SC;15;Guayata;15325;2018;4779;2761,375484;,
Fuera SC;Fuera SC;15;Güican;15332;2018;6609;90902,63812;,
A-Sogamoso;En aglomeracion;15;Iza;15362;2018;2412;332,77512;,
Fuera SC;Fuera SC;15;Jenesano;15367;2018;7693;72,359134;,
Fuera SC;Fuera SC;15;Jerico;15368;2018;3814;2704,676306;,
Fuera SC;Fuera SC;15;Labranzagrande;15377;2018;5002;25848,43334;,
Fuera SC;Fuera SC;15;La Capilla;15380;2018;2404;1934,686685;,
Fuera SC;Fuera SC;15;La Victoria;15401;2018;1673;672,322586;,
Fuera SC;Fuera SC;15;La Uvita;15403;2018;2259;6159,16693;,
Fuera SC;Fuera SC;15;Villa de Leyva;15407;2018;18050;3082,542249;,
Fuera SC;Fuera SC;15;Macanal;15425;2018;4838;8381,802424;,
Fuera SC;Fuera SC;15;Maripi;15442;2018;7335;4206,920139;,
Fuera SC;Fuera SC;15;Miraflores;15455;2018;9785;8709,358595;,
Fuera SC;Fuera SC;15;Mongua;15464;2018;4547;27845,87516;,
A-Sogamoso;En aglomeracion;15;Mongui;15466;2018;4983;5308,970425;,
Fuera SC;Fuera SC;15;Moniquira;15469;2018;21242;4960,483993;,
A-Tunja;En aglomeracion;15;Motavita;15476;2018;8470;715,551331;,
Fuera SC;Fuera SC;15;Muzo;15480;2018;8668;3752,138843;,
A-Sogamoso;En aglomeracion;15;Nobsa;15491;2018;16526;702,728209;,
Fuera SC;Fuera SC;15;Nuevo Colon;15494;2018;6680;233,536406;,
A-Tunja;En aglomeracion;15;Oicata;15500;2018;2836;22,525829;,
Fuera SC;Fuera SC;15;Otanche;15507;2018;10689;22042,15623;,
Fuera SC;Fuera SC;15;Pachavita;15511;2018;2344;1178,973528;,
Fuera SC;Fuera SC;15;Paez;15514;2018;2792;15565,53837;,
Fuera SC;Fuera SC;15;Paipa;15516;2018;31582;12360,61454;,
Fuera SC;Fuera SC;15;Pajarito;15518;2018;1545;17934,94955;,
Fuera SC;Fuera SC;15;Panqueba;15522;2018;1393;1319,375947;,
Fuera SC;Fuera SC;15;Pauna;15531;2018;10820;7735,70154;,
Fuera SC;Fuera SC;15;Paya;15533;2018;2509;13586,55856;,
Fuera SC;Fuera SC;15;Paz de Rio;15537;2018;4503;3880,671551;,
Fuera SC;Fuera SC;15;Pesca;15542;2018;7543;12721,46823;,
Fuera SC;Fuera SC;15;Pisba;15550;2018;1287;29102,22844;,
Fuera SC;Fuera SC;15;Puerto Boyaca;15572;2018;56517;31457,19078;,
Fuera SC;Fuera SC;15;Quipama;15580;2018;7579;3666,95387;,
Fuera SC;Fuera SC;15;Ramiriqui;15599;2018;9763;4502,162534;,
Fuera SC;Fuera SC;15;Raquira;15600;2018;13907;2363,775287;,
Fuera SC;Fuera SC;15;Rondon;15621;2018;2767;9967,687593;,
Fuera SC;Fuera SC;15;Saboya;15632;2018;12183;4602,865331;,
Fuera SC;Fuera SC;15;Sachica;15638;2018;3758;10,525123;,
Fuera SC;Fuera SC;15;Samaca;15646;2018;20546;5453,33018;,
Fuera SC;Fuera SC;15;San Eduardo;15660;2018;1853;4354,283781;,
Fuera SC;Fuera SC;15;San Jose de Pare;15664;2018;5025;658,059754;,
Fuera SC;Fuera SC;15;San Luis de Gaceno;15667;2018;4774;10106,33849;,
